Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
MS2CIV7K,journalArticle,2007,"Schneider, Susan M.; Hood, Linda E.",Virtual Reality: A Distraction Intervention for Chemotherapy,Oncology nursing forum,,0190-535X,10.1188/07.ONF.39-46,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2121303/,"Purpose/Objectives  To explore virtual reality (VR) as a distraction intervention to relieve symptom distress in adults receiving chemotherapy treatments for breast, colon, and lung cancer. Design  Crossover design in which participants served as their own control. Setting  Outpatient clinic at a comprehensive cancer center in the southeastern United States. Sample  123 adults receiving initial chemotherapy treatments. Methods  Participants were randomly assigned to receive the VR distraction intervention during one chemotherapy treatment and then received no intervention (control) during an alternate matched chemotherapy treatment. The Adapted Symptom Distress Scale–2, Revised Piper Fatigue Scale, and State Anxiety Inventory were used to measure symptom distress. The Presence Questionnaire and an open-ended questionnaire were used to evaluate the subjects’ VR experience. The influence of type of cancer, age, and gender on symptom outcomes was explored. Mixed models were used to test for differences in levels of symptom distress. Main Research Variables  Virtual reality and symptom distress. Findings  Patients had an altered perception of time (p < 0.001) when using VR, which validates the distracting capacity of the intervention. Evaluation of the intervention indicated that patients believed the head-mounted device was easy to use, they experienced no cybersickness, and 82% would use VR again. However, analysis demonstrated no significant differences in symptom distress immediately or two days following chemotherapy treatments. Conclusions  Patients stated that using VR made the treatment seem shorter and that chemotherapy treatments with VR were better than treatments without the distraction intervention. However, positive experiences did not result in a decrease in symptom distress. The findings support the idea that using VR can help to make chemotherapy treatments more tolerable, but clinicians should not assume that use of VR will improve chemotherapy-related symptoms. Implications for Nursing  Patients found using VR during chemotherapy treatments to be enjoyable. VR is a feasible and cost-effective distraction intervention to implement in the clinical setting.",2007-01,10/7/2024 15:43,10/7/2024 15:43,10/7/2024 15:43,39-46,,1,34,,Oncol Nurs Forum,Virtual Reality,,,,,,,,,,,,PubMed Central,,PMID: 17562631 PMCID: PMC2121303,,C:\Users\polly\Zotero\storage\CE423ZKC\Schneider and Hood - 2007 - Virtual Reality A Distraction Intervention for Chemotherapy.pdf; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2121303/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZE53XIV,journalArticle,2013,"Gustafson, David H.; DuBenske, Lori L.; Namkoong, Kang; Hawkins, Robert; Chih, Ming-Yuan; Atwood, Amy K.; Johnson, Roberta; Bhattacharya, Abhik; Carmack, Cindy L.; Traynor, Anne M.; Campbell, Toby C.; Buss, Mary K.; Govindan, Ramaswamy; Schiller, Joan H.; Cleary, James F.",An eHealth system supporting palliative care for patients with non–small cell lung cancer,Cancer,,1097-0142,10.1002/cncr.27939,https://onlinelibrary.wiley.com/doi/abs/10.1002/cncr.27939,"BACKGROUND: In this study, the authors examined the effectiveness of an online support system (Comprehensive Health Enhancement Support System [CHESS]) versus the Internet in relieving physical symptom distress in patients with non–small cell lung cancer (NSCLC). METHODS: In total, 285 informal caregiver-patient dyads were assigned randomly to receive, for up to 25 months, standard care plus training on and access to either use of the Internet and a list of Internet sites about lung cancer (the Internet arm) or CHESS (the CHESS arm). Caregivers agreed to use CHESS or the Internet and to complete bimonthly surveys; for patients, these tasks were optional. The primary endpoint—patient symptom distress—was measured by caregiver reports using a modified Edmonton Symptom Assessment Scale. RESULTS: Caregivers in the CHESS arm consistently reported lower patient physical symptom distress than caregivers in the Internet arm. Significant differences were observed at 4 months (P = .031; Cohen d = .42) and at 6 months (P = .004; d = .61). Similar but marginally significant effects were observed at 2 months (P = .051; d = .39) and at 8 months (P = .061; d = .43). Exploratory analyses indicated that survival curves did not differ significantly between the arms (log-rank P = .172), although a survival difference in an exploratory subgroup analysis suggested an avenue for further study. CONCLUSIONS: The current results indicated that an online support system may reduce patient symptom distress. The effect on survival bears further investigation. Cancer 2013. © 2013 American Cancer Society.",2013,10/7/2024 15:43,10/7/2024 15:43,10/7/2024 15:43,1744-1751,,9,119,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/cncr.27939,,C:\Users\polly\Zotero\storage\CZ6P2JIP\Gustafson et al. - 2013 - An eHealth system supporting palliative care for patients with non–small cell lung cancer.pdf; C:\Users\polly\Zotero\storage\F8IA97HI\cncr.html,,,eHealth; quality of life; survival; lung cancer; communication and information technology; palliative care; symptom distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VKYFGTMY,journalArticle,2024,"Greer, Joseph A.; Temel, Jennifer S.; El-Jawahri, Areej; Rinaldi, Simone; Kamdar, Mihir; Park, Elyse R.; Horick, Nora K.; Pintro, Kedie; Rabideau, Dustin J.; Schwamm, Lee; Feliciano, Josephine; Chua, Isaac; Leventakos, Konstantinos; Fischer, Stacy M.; Campbell, Toby C.; Rabow, Michael W.; Zachariah, Finly; Hanson, Laura C.; Martin, Sara F.; Silveira, Maria; Shoemaker, Laura; Bakitas, Marie; Bauman, Jessica; Spoozak, Lori; Grey, Carl; Blackhall, Leslie; Curseen, Kimberly; O’Mahony, Sean; Smith, Melanie M.; Rhodes, Ramona; Cullinan, Amelia; Jackson, Vicki; REACH PC Investigators; Trotter, Chardria; Gallagher Medeiros, Emily; Calton, Brooke A.; Carlson, Heather A.; Cartagena, Leslie; Diop, Michelle; Evans, Theresa; Jackson, James G.; O’Brien, Karen; Petrillo, Laura A.; Shin, Jennifer S.; Browner, Ilene; Gray, Nathaniel; Awad, Mark; Tulsky, James; Christensen, Kelly J.; Rhee, Laura S.; Strand, Jacob; Gilhuly, Devin; Rondinelli, Nicole; Seibert, Jennifer; Treem, Jonathan; Schueller, Kate; Allen, Gregory; Blakely, Collin; Gubens, Matthew; Lindenfeld, Paul; Mulvey, Claire; Young, Natalie; Dale, William; Luna, Joanna; Mecusker, Eric; Moreno, Jeanine; Ramirez, Carey; Williams, Sari; Gaffney, Sean; Kelly, Cynthia; Lavin, Kyle; Iams, Wade; Robbins, Samuel G.; Kalemkerian, Greg; Lagman, Ruth; Neale, Kyle; Patel, Chirag; Samala, Renato; Weinstein, Elizabeth; McCammon, Susan; Taylor, Richard; Tucker, Rodney; Chwistek, Marcin; Collins, Molly; Edelman, Martin; Judd, Julia; Kinczewski, Leigh; Murphy, Kathleen; Sherry, Dylan; Welsh, Marie; Sinclair, Christian; Wulff-Burchfield, Elizabeth; Gabbard, Jennifer; Statler, Tiffany; Timmins, Nathaniel; Kavalieratos, Dio; Lowers, Jane; Quest, Tammie; Chen, Elaine; LaBellarte, Giulia; Mohinda, Nisha; Munger, Natalie K.; Munroe, Michelle; Patel, Jyoti D.; Szmuilowicz, Eytan; Vermylen, Julia H.; Siropaides, Caitlin H.; Ahern, Christopher G.; Kobin, Emily G.; Vergo, Maxwell T.; Wilson, Matthew M.",Telehealth vs In-Person Early Palliative Care for Patients With Advanced Lung Cancer: A Multisite Randomized Clinical Trial,JAMA,,0098-7484,10.1001/jama.2024.13964,https://jamanetwork.com/journals/jama/fullarticle/2823624,"Importance               Numerous studies show that early palliative care improves quality of life and other key outcomes in patients with advanced cancer and their caregivers, although most lack access to this evidence-based model of care.                                         Objective               To evaluate whether delivering early palliative care via secure video vs in-person visits has an equivalent effect on quality of life in patients with advanced non–small cell lung cancer (NSCLC).                                         Design, Setting, and Participants               Randomized, multisite, comparative effectiveness trial from June 14, 2018, to May 4, 2023, at 22 US cancer centers among 1250 patients within 12 weeks of diagnosis of advanced NSCLC and 548 caregivers.                                         Intervention               Participants were randomized to meet with a specialty-trained palliative care clinician every 4 weeks either via video visit or in person in the outpatient clinic from the time of enrollment and throughout the course of disease. The video visit group had an initial in-person visit to establish rapport, followed by subsequent virtual visits.                                         Main Outcomes and Measures               Equivalence of the effect of video visit vs in-person early palliative care on quality of life at week 24 per the Functional Assessment of Cancer Therapy-Lung questionnaire (equivalence margin of ±4 points; score range: 0-136, with higher scores indicating better quality of life). Participants completed study questionnaires at enrollment and at weeks 12, 24, 36, and 48.                                         Results                                By 24 weeks, participants (mean age, 65.5 years; 54.0% women; 82.7% White) had a mean of 4.7 (video) and 4.9 (in-person) early palliative care encounters. Patient-reported quality-of-life scores were equivalent between groups (video mean, 99.7 vs in-person mean, 97.7; difference, 2.0 [90% CI, 0.1-3.9];                 P                  = .04 for equivalence). Rate of caregiver participation in visits was lower for video vs in-person early palliative care (36.6% vs 49.7%;                 P                  &amp;lt; .001). Study groups did not differ in caregiver quality of life, patient coping, or patient and caregiver satisfaction with care, mood symptoms, or prognostic perceptions.                                                        Conclusions and Relevance               The delivery of early palliative care virtually vs in person demonstrated equivalent effects on quality of life in patients with advanced NSCLC, underscoring the considerable potential for improving access to this evidence-based care model through telehealth delivery.                                         Trial Registration                                ClinicalTrials.gov Identifier:                 NCT03375489",9/11/2024,10/7/2024 15:45,10/7/2024 15:45,10/7/2024 15:45,,,,,,JAMA,Telehealth vs In-Person Early Palliative Care for Patients With Advanced Lung Cancer,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\polly\Zotero\storage\QZSEY62I\Greer et al. - 2024 - Telehealth vs In-Person Early Palliative Care for Patients With Advanced Lung Cancer A Multisite Ra.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DI3G7KD,journalArticle,2018,"Tang, Fiona W.K.; Chan, Carmen W.H.; Choy, Yin-Ping; Loong, Herbert H.F.; Chow, Ka Ming; So, Winnie K.W.",A feasibility study on using tablet personal computers for self-reported symptom assessment in newly diagnosed lung cancer patients,International Journal of Nursing Practice,,1440-172X,10.1111/ijn.12658,https://onlinelibrary.wiley.com/doi/abs/10.1111/ijn.12658,"Aim The study aimed to assess the feasibility and acceptability of an innovative tablet-assisted self-reported symptom assessment among newly diagnosed lung cancer patients. Background Routine symptom assessment for lung cancer patients in a fast-paced clinical environment is demanding. Mobile health technology offers a potential platform for symptom assessment and paves the way for tailored self-care intervention. Design A feasibility study using a mixed method design. Method A convenience sample of 10 newly diagnosed lung cancer patients used tablet personal computers to self-report common symptoms: dyspnoea, fatigue, pain, and anxiety. A nurse reviewed the assessment results and provided tailored educational interventions. Acceptability was evaluated by the Electronic Self-Report Assessment-Cancer. Semi-structured interviews were conducted to explore the patients' perceptions of this symptom assessment method. Data were collected from January to March 2016. Results An Electronic Self-Report Assessment-Cancer mean score of 23.5 (SD 2.7) showed moderate acceptance of the assessment method. Participants found this approach user-friendly and helpful in identifying their symptoms and they gained awareness and better understanding of them. Conclusion Tablet-assisted symptom assessment is a feasible method that can be further tested in busy clinical settings to assess symptom burden and identify individual needs for tailoring symptom management plans.",2018,10/7/2024 15:46,10/7/2024 15:46,10/7/2024 15:46,e12658,,4,24,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/ijn.12658,,C:\Users\polly\Zotero\storage\PY8GNBXS\Tang et al. - 2018 - A feasibility study on using tablet personal computers for self-reported symptom assessment in newly.pdf; C:\Users\polly\Zotero\storage\4AVWBUYB\ijn.html,,,mobile health; lung cancer; information technology; nursing; symptom assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39AAY3NF,journalArticle,2017,"Denis, Fabrice; Yossi, Senna; Septans, Anne-Lise; Charron, Alexandre; Voog, Eric; Dupuis, Olivier; Ganem, Gérard; Pointreau, Yoann; Letellier, Christophe",Improving Survival in Patients Treated for a Lung Cancer Using Self-Evaluated Symptoms Reported Through a Web Application,American Journal of Clinical Oncology,,0277-3732,10.1097/COC.0000000000000189,https://journals.lww.com/amjclinicaloncology/fulltext/2017/10000/improving_survival_in_patients_treated_for_a_lung.5.aspx,"Objectives:            We retrospectively compared survivals in patients with a lung cancer history and followed by the so-called sentinel Web-application that allows early detection of relapse and early palliative care initiation versus a conventional follow-up in our center.           Methods:            The survival in 98 consecutive patients with lung cancer was assessed. The first part of them (the control arm) was retrospectively recruited between March 2011 and August 2012. The second half of them (the experimental arm) was prospectively recruited between August 2012 and December 2013 to weekly fill a form of 11 self-assessed symptoms, then processed by the “sentinel” Web-application. Data were sent to this sentinel application in real-time between planned visits. An email alert was sent to the oncologist when self-scored symptoms matched some predefined criteria. Follow-up visit and imaging were then organized after a phone call for confirming the suspect symptoms. In the control arm (49 patients), a common follow-up was applied (visit and imaging every 2 to 6 mo according to stage of tumor and kind of treatment).           Results:            Median follow-up duration was 12.3 months in the experimental arm and 16.7 months in the control arm (P=0.27). Survival was significantly better in the sentinel arm than in the control arm (P=0.0014). Median survival was 16.7 months in the control arm and 22.4 months in the experimental arm. One-year survival was 86.6% in the experimental arm and 59.1% in the control arm.           Conclusions:            Survival may be improved by early detection of relapse and early palliative care initiation by using sentinel-like Web-application.",2017-10,10/7/2024 15:47,10/7/2024 15:47,10/7/2024 15:47,464,,5,40,,,,,,,,,,en-US,,,,,journals.lww.com,,,,C:\Users\polly\Zotero\storage\9N9Y9ALR\Denis et al. - 2017 - Improving Survival in Patients Treated for a Lung Cancer Using Self-Evaluated Symptoms Reported Thro.pdf; C:\Users\polly\Zotero\storage\Z3MCEWV8\improving_survival_in_patients_treated_for_a_lung.5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5FGZEZH3,journalArticle,2024,"Arriola, Edurne; Jaal, Jana; Edvardsen, Anne; Silvoniemi, Maria; Araújo, António; Vikström, Anders; Zairi, Eleni; Rodriguez-Mues, Mari Carmen; Roccato, Marco; Schneider, Sophie; Ammann, Johannes",Feasibility and User Experience of Digital Patient Monitoring for Real-World Patients With Lung or Breast Cancer,The Oncologist,,1083-7159,10.1093/oncolo/oyad289,https://doi.org/10.1093/oncolo/oyad289,"Digital patient monitoring (DPM) tools can facilitate early symptom management for patients with cancer through systematic symptom reporting; however, low adherence can be a challenge. We assessed patient/healthcare professional (HCP) use of DPM in routine clinical practice.Patients with locally advanced/metastatic lung cancer or HER2-positive breast cancer received locally approved/reimbursed drugs alongside DPM, with elements tailored by F. Hoffmann-La Roche Ltd, on the Kaiku Health DPM platform. Patient access to the DPM tool was through their own devices (eg, laptops, PCs, smartphones, or tablets), via either a browser or an app on Apple iOS or Android devices. Coprimary endpoints were patient DPM tool adoption (positive threshold: 60%) and week 1-6 adherence to weekly symptom reporting (positive threshold: 70%). Secondary endpoints included experience and clinical impact.At data cutoff (June 9, 2022), adoption was 85% and adherence was 76%. Customer satisfaction and effort scores for patients were 76% and 82%, respectively, and 83% and 79% for HCPs. Patients spent approximately 10 minutes using the DPM tool and completed approximately 1.0 symptom questionnaires per week (completion time 1-4 minutes). HCPs spent approximately 1-3 minutes a week using the tool per patient. Median time to HCP review for alerted versus non-alerted symptom questionnaires was 19.6 versus 21.5 hours. Most patients and HCPs felt that the DPM tool covered/mostly covered symptoms experienced (71% and 75%), was educational (65% and 92%), and improved patient-HCP conversations (70% and 83%) and cancer care (51% and 71%).The DPM tool demonstrated positive adoption, adherence, and user experience for patients with lung/breast cancer, suggesting that DPM tools may benefit clinical cancer care.",4/1/2024,10/7/2024 15:50,10/7/2024 15:50,10/7/2024 15:50,e561-e569,,4,29,,The Oncologist,,,,,,,,,,,,,Silverchair,,,,C:\Users\polly\Zotero\storage\27TIPAIR\Arriola et al. - 2024 - Feasibility and User Experience of Digital Patient Monitoring for Real-World Patients With Lung or B.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQN9UF4E,journalArticle,2014,"Hopmans, Wendy; Damman, Olga C.; Timmermans, Danielle RM; Haasbeek, Cornelis JA; Slotman, Ben J.; Senan, Suresh",Communicating cancer treatment information using the Web: utilizing the patient’s perspective in website development,BMC Medical Informatics and Decision Making,,1472-6947,10.1186/s12911-014-0116-4,https://doi.org/10.1186/s12911-014-0116-4,"Online cancer information can support patients in making treatment decisions. However, such information may not be adequately tailored to the patient’s perspective, particularly if healthcare professionals do not sufficiently engage patient groups when developing online information. We applied qualitative user testing during the development of a patient information website on stereotactic ablative radiotherapy (SABR), a new guideline-recommended curative treatment for early-stage lung cancer.",12/7/2014,10/7/2024 15:51,10/7/2024 15:51,10/7/2024 15:51,116,,1,14,,BMC Medical Informatics and Decision Making,Communicating cancer treatment information using the Web,,,,,,,,,,,,BioMed Central,,,,C:\Users\polly\Zotero\storage\N45V6RNG\Hopmans et al. - 2014 - Communicating cancer treatment information using the Web utilizing the patient’s perspective in web.pdf; C:\Users\polly\Zotero\storage\5W6MWV5F\s12911-014-0116-4.html,,,Internet; Lung cancer; Patient information; Treatment decisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XDZEJ3T2,journalArticle,2016,"LI, Min; ZHANG, Miao; WANG, Heng; PAN, Xuefeng; WU, Wenbin; ZHANG, Qi; LIU, Yun; ZHANG, Hui",The Efficacy of Internet-based Intervention on Quality of Life for Patients with Chronic Post-surgical Pain,Iranian Journal of Public Health,,2251-6085,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5207101/,"Background: The objective of the present study was to explore the efficacy of internet-based intervention on quality of life of patients with chronic post-surgical pain (CPSP). Methods: A retrospective analysis was performed on 81 patients diagnosed with CPSP after radical resection for lung cancer between January 2013 and July 2014. They were enrolled either as part of the conventional care group which included 40 cases or the internet-based pain intervention group which included 41 cases. The patients in the conventional care group were treated weekly in the outpatient clinic, while patients in internet-based group were treated via smartphone or the internet. The 36-Item Short Form Health Survey (SF-36) was utilized to assess the quality of life of patients who were suffering from CPSP, 1 month and 3 months after therapy. Results: The patients in the internet-based pain intervention group demonstrated similar health-related qualities of life and overall satisfaction rates compared with the conventional care group (P>0.05). Conclusion: Internet-based pain management is a suitable option to improve the quality of life of patients with CPSP after radical resection for lung cancer.",2016-12,10/7/2024 15:52,10/7/2024 15:52,10/7/2024 15:52,1604-1609,,12,45,,Iran J Public Health,,,,,,,,,,,,,PubMed Central,,PMID: 28053926 PMCID: PMC5207101,,C:\Users\polly\Zotero\storage\EHTS53DI\LI et al. - 2016 - The Efficacy of Internet-based Intervention on Quality of Life for Patients with Chronic Post-surgic.pdf; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5207101/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRJKJXSP,journalArticle,2022,"Reilly, Charles C.; Bristowe, Katherine; Roach, Anna; Maddocks, Matthew; Higginson, Irene J.",“You can do it yourself and you can do it at your convenience”: internet accessibility and willingness of people with chronic breathlessness to use an internet-based breathlessness self-management intervention during the COVID-19 pandemic,ERJ Open Research,,2312-0541,10.1183/23120541.00557-2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8859502/,"These findings suggest that patients living with chronic breathlessness that have access to the internet would have the potential to benefit from the online SELF-BREATHE intervention, if given the opportunity https://bit.ly/3tdJYru",2/21/2022,10/7/2024 15:53,10/7/2024 15:53,10/7/2024 15:53,00557-2021,,1,8,,ERJ Open Res,“You can do it yourself and you can do it at your convenience”,,,,,,,,,,,,PubMed Central,,PMID: 35198627 PMCID: PMC8859502,,C:\Users\polly\Zotero\storage\9SHZWPV7\Reilly et al. - 2022 - “You can do it yourself and you can do it at your convenience” internet accessibility and willingne.pdf; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8859502/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
